"ITTER107","Territorio","TIPO_DATO4","Tipo dato","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"097092","La Valletta Brianza","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.16,,
"097092","La Valletta Brianza","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.15,,
"097092","La Valletta Brianza","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"022230","Predaia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.07,,
"022230","Predaia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.07,,
"022230","Predaia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.07,,
"022231","San Lorenzo Dorsino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"022231","San Lorenzo Dorsino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"022231","San Lorenzo Dorsino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"046037","Sillano Giuncugnano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.72,,
"046037","Sillano Giuncugnano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.72,,
"046037","Sillano Giuncugnano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.48,,
"093053","Valvasone Arzene","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"093053","Valvasone Arzene","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"093053","Valvasone Arzene","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"022232","Valdaone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.09,,
"022232","Valdaone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.09,,
"022232","Valdaone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.02,,
"018192","Corteolona e Genzone","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.9,,
"018192","Corteolona e Genzone","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.21,,
"018192","Corteolona e Genzone","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.17,,
"022233","Dimaro Folgarida","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.09,,
"022233","Dimaro Folgarida","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.09,,
"022233","Dimaro Folgarida","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.04,,
"022234","Pieve di Bono-Prezzo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.03,,
"022234","Pieve di Bono-Prezzo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.03,,
"022234","Pieve di Bono-Prezzo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.03,,
"022235","Altavalle","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.01,,
"022235","Altavalle","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.01,,
"022235","Altavalle","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.01,,
"022236","Altopiano della Vigolana","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"022236","Altopiano della Vigolana","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"022236","Altopiano della Vigolana","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"022237","Amblar-Don","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"022237","Amblar-Don","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"022237","Amblar-Don","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"022238","Borgo Chiese","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.43,,
"022238","Borgo Chiese","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.43,,
"022238","Borgo Chiese","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.32,,
"022239","Borgo Lares","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.01,,
"022239","Borgo Lares","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.01,,
"022239","Borgo Lares","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.01,,
"022240","Castel Ivano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.12,,
"022240","Castel Ivano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.12,,
"022240","Castel Ivano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.06,,
"022241","Cembra Lisignago","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.01,,
"022241","Cembra Lisignago","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.01,,
"022241","Cembra Lisignago","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.01,,
"022242","Contà","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"022242","Contà","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"022242","Contà","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"022243","Madruzzo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.09,,
"022243","Madruzzo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.03,,
"022243","Madruzzo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.03,,
"022244","Porte di Rendena","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.02,,
"022244","Porte di Rendena","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.02,,
"022244","Porte di Rendena","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.02,,
"022245","Primiero San Martino di Castrozza","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"022245","Primiero San Martino di Castrozza","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"022245","Primiero San Martino di Castrozza","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"022246","Sella Giudicarie","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"022246","Sella Giudicarie","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"022246","Sella Giudicarie","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"022247","Tre Ville","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.19,,
"022247","Tre Ville","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.15,,
"022247","Tre Ville","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.14,,
"022248","Vallelaghi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.25,,
"022248","Vallelaghi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.01,,
"022248","Vallelaghi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.01,,
"022249","Ville d'Anaunia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"022249","Ville d'Anaunia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"022249","Ville d'Anaunia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"025072","Alpago","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"025072","Alpago","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"025072","Alpago","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"025073","Val di Zoldo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"025073","Val di Zoldo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"025073","Val di Zoldo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"034050","Polesine Zibello","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",48.5,,
"034050","Polesine Zibello","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",48.49,,
"034050","Polesine Zibello","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",27.19,,
"035046","Ventasso","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",4.66,,
"035046","Ventasso","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.62,,
"035046","Ventasso","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.86,,
"037062","Alto Reno Terme","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.35,,
"037062","Alto Reno Terme","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.35,,
"037062","Alto Reno Terme","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.07,,
"096085","Lessona","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.99,,
"096085","Lessona","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.86,,
"096085","Lessona","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.59,,
"096086","Campiglia Cervo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.55,,
"096086","Campiglia Cervo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.47,,
"096086","Campiglia Cervo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.32,,
"099029","Montescudo-Monte Colombo","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"099029","Montescudo-Monte Colombo","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.16,,
"099029","Montescudo-Monte Colombo","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.88,,
"103078","Borgomezzavalle","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.48,,
"103078","Borgomezzavalle","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.39,,
"103078","Borgomezzavalle","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.3,,
"047023","Abetone Cutigliano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.87,,
"047023","Abetone Cutigliano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.87,,
"047023","Abetone Cutigliano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.75,,
"013253","Alta Valle Intelvi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.05,,
"013253","Alta Valle Intelvi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.01,,
"013253","Alta Valle Intelvi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111001","Arbus","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.92,,
"111001","Arbus","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.15,,
"111001","Arbus","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.1,,
"111002","Armungia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.51,,
"111002","Armungia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.33,,
"111002","Armungia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.2,,
"111003","Ballao","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",4.9,,
"111003","Ballao","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.3,,
"111003","Ballao","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.93,,
"111004","Barrali","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.12,,
"111004","Barrali","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111004","Barrali","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111005","Barumini","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.06,,
"111005","Barumini","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.33,,
"111005","Barumini","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.06,,
"090091","Budoni","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.23,,
"090091","Budoni","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.28,,
"090091","Budoni","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",3.82,,
"111006","Buggerru","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.27,,
"111006","Buggerru","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1,,
"111006","Buggerru","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.85,,
"111007","Burcei","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.16,,
"111007","Burcei","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.48,,
"111007","Burcei","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.46,,
"111008","Calasetta","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.53,,
"111008","Calasetta","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.23,,
"111008","Calasetta","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.04,,
"111009","Carbonia","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",15.07,,
"111009","Carbonia","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.71,,
"111009","Carbonia","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.22,,
"111010","Carloforte","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.32,,
"111010","Carloforte","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.24,,
"111010","Carloforte","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.19,,
"111011","Castiadas","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",8.4,,
"111011","Castiadas","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.66,,
"111011","Castiadas","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.53,,
"041069","Colli al Metauro","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"041069","Colli al Metauro","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.11,,
"041069","Colli al Metauro","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",,"u","dato indisponibile o incerto (vedasi metadati di dataset)"
"111012","Collinas","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"111012","Collinas","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111012","Collinas","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111013","Decimoputzu","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",19.72,,
"111013","Decimoputzu","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",9.35,,
"111013","Decimoputzu","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",8.53,,
"111014","Dolianova","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.69,,
"111014","Dolianova","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.67,,
"111014","Dolianova","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.64,,
"111015","Domus de Maria","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",7.05,,
"111015","Domus de Maria","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.71,,
"111015","Domus de Maria","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",4.17,,
"111016","Domusnovas","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.27,,
"111016","Domusnovas","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.11,,
"111016","Domusnovas","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.03,,
"111017","Donori","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.56,,
"111017","Donori","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111017","Donori","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111018","Escalaplano","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.58,,
"111018","Escalaplano","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.78,,
"111018","Escalaplano","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.71,,
"111019","Escolca","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.77,,
"111019","Escolca","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.57,,
"111019","Escolca","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.57,,
"111020","Esterzili","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.58,,
"111020","Esterzili","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.58,,
"111020","Esterzili","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.58,,
"111021","Fluminimaggiore","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.67,,
"111021","Fluminimaggiore","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.47,,
"111021","Fluminimaggiore","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.06,,
"111022","Furtei","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",7.25,,
"111022","Furtei","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.62,,
"111022","Furtei","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.84,,
"111023","Genoni","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.01,,
"111023","Genoni","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.01,,
"111023","Genoni","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.01,,
"111024","Genuri","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"111024","Genuri","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111024","Genuri","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111025","Gergei","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.04,,
"111025","Gergei","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.92,,
"111025","Gergei","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.84,,
"111026","Gesico","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.61,,
"111026","Gesico","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111026","Gesico","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111027","Gesturi","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.91,,
"111027","Gesturi","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.58,,
"111027","Gesturi","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.53,,
"111028","Giba","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.62,,
"111028","Giba","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.23,,
"111028","Giba","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111029","Goni","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.33,,
"111029","Goni","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.26,,
"111029","Goni","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.24,,
"111030","Gonnesa","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.9,,
"111030","Gonnesa","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",3.05,,
"111030","Gonnesa","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.62,,
"111031","Gonnosfanadiga","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",7.8,,
"111031","Gonnosfanadiga","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.68,,
"111031","Gonnosfanadiga","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.13,,
"111032","Guamaggiore","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.04,,
"111032","Guamaggiore","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.04,,
"111032","Guamaggiore","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.04,,
"111033","Guasila","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.8,,
"111033","Guasila","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111033","Guasila","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111034","Guspini","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",20.34,,
"111034","Guspini","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.71,,
"111034","Guspini","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",2.67,,
"111035","Iglesias","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",6.03,,
"111035","Iglesias","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.73,,
"111035","Iglesias","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.49,,
"111036","Isili","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",2.53,,
"111036","Isili","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.37,,
"111036","Isili","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.37,,
"111037","Las Plassas","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.8,,
"111037","Las Plassas","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",1.06,,
"111037","Las Plassas","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.97,,
"111038","Lunamatrona","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"111038","Lunamatrona","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111038","Lunamatrona","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111039","Mandas","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.66,,
"111039","Mandas","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.09,,
"111039","Mandas","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.09,,
"111040","Masainas","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.07,,
"111040","Masainas","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.71,,
"111040","Masainas","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.29,,
"111041","Monastir","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",8.82,,
"111041","Monastir","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",4.82,,
"111041","Monastir","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",4.13,,
"052037","Montalcino","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",56.95,,
"052037","Montalcino","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",44.18,,
"052037","Montalcino","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",16.75,,
"111042","Muravera","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",22.41,,
"111042","Muravera","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",16.27,,
"111042","Muravera","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",10.56,,
"111043","Musei","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",5.92,,
"111043","Musei","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",2.51,,
"111043","Musei","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",1.38,,
"111044","Narcao","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.02,,
"111044","Narcao","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.67,,
"111044","Narcao","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.18,,
"111045","Nuragus","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0,,
"111045","Nuragus","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111045","Nuragus","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111046","Nurallao","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",1.26,,
"111046","Nurallao","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.02,,
"111046","Nurallao","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111047","Nuraminis","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",14.34,,
"111047","Nuraminis","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.98,,
"111047","Nuraminis","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.71,,
"111048","Nurri","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",3.65,,
"111048","Nurri","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0,,
"111048","Nurri","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0,,
"111049","Nuxis","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",0.19,,
"111049","Nuxis","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.11,,
"111049","Nuxis","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.02,,
"111050","Orroli","LOWFLHZ","aree a pericolosità idraulica bassa (kmq)","2017","2017",11.8,,
"111050","Orroli","MEDFLHZ","aree a pericolosità idraulica media (kmq)","2017","2017",0.71,,
"111050","Orroli","HIGHFLHZ","aree a pericolosità idraulica elevata (kmq)","2017","2017",0.59,,
